phi_r,theta_r
-10.4992,1.6705
-9.9368,-0.8104
-5.1861,-2.8937
-0.9648,-0.2733
-0.0026,-0.0080
-1.9532,-4.8790
-3.8318,-1.0105
-3.4484,2.4433
-0.1259,3.8280
3.6889,2.6155
-0.0063,-0.0017
0.3458,-5.0988
-1.8577,-3.6553
-2.5422,0.1985
-1.1877,1.6972
2.2964,2.0663
-0.0052,-0.0127
0.6108,0.9101
-3.0446,-1.6580
-1.9620,-3.4793
-0.5061,-3.0795
-0.2065,0.6493
-0.0062,-0.0192
6.9002,-2.9212
3.7952,-5.3307
-1.5644,-0.1636
-2.6309,4.1763
0.6232,2.8867
-0.0065,-0.0141
4.0312,-3.5549
-2.2432,4.5308
-4.8325,7.8652
-0.1755,0.8955
3.6174,-5.2199
-0.0065,-0.0020
3.8072,-3.5398
2.5132,-1.7196
0.0217,-1.2589
-2.2368,-5.1445
-1.5025,-9.5787
-0.0052,0.0206
-0.3931,-12.0674
-2.6418,-8.6227
-1.2161,-14.4707
-0.2938,-23.0211
0.3130,-27.6928
-0.0003,0.0514
-10.6641,-37.5912
-13.8283,-54.7929
-22.1313,-78.1088
-39.4141,-95.9349
-56.7853,-102.3286
-0.0045,0.0240
-94.9382,-62.9564
-97.6655,-36.7645
-95.1136,-35.1623
-99.6090,-50.6586
-95.2077,-74.0055
0.0019,-0.0156
-69.2125,-71.4955
-49.9459,-61.0576
-29.0834,-53.0944
-12.9312,-42.3352
8.8810,-47.3063
-0.0232,0.0214
44.0209,-16.4879
46.3230,23.5730
44.7977,49.4935
46.8884,45.5671
44.8439,56.3850
-0.0203,-0.0009
62.5334,49.6215
65.6510,47.6119
64.4726,47.0399
66.8342,34.5398
54.3658,10.7833
-0.0296,0.0182
36.7251,49.4464
54.6900,37.2332
66.1728,5.9264
70.8184,-12.1083
73.8048,9.1542
-0.0330,-0.0036
74.9494,47.2355
68.2669,40.6207
69.2913,19.0557
69.9272,21.8118
68.7310,25.7523
-0.0325,0.0055
64.7306,27.1133
67.0224,22.8429
70.4864,14.4546
65.1603,7.8207
62.9558,12.1297
-0.0330,0.0217
66.5311,-17.0238
62.2557,-34.0766
63.2193,-41.9717
74.3388,-50.8753
81.3484,-62.1891
-0.0139,0.0554
49.9417,-77.5813
47.6066,-95.8995
48.0322,-102.7776
43.5628,-87.2911
32.0765,-80.7026
-0.0002,0.1100
18.6349,-103.7282
12.0128,-96.1116
-1.4059,-62.3260
-11.5374,-49.0944
-4.9531,-69.1992
0.0037,0.0969
-7.1555,-57.2790
-34.6924,-37.9028
-54.9249,-52.5289
-58.7902,-69.8899
-59.8903,-59.6251
0.0181,-0.0146
-99.6037,-56.4166
-128.3732,-71.9720
-142.2429,-95.6227
-136.0914,-99.0263
-128.7170,-78.4767
0.0111,-0.0965
-140.6973,-28.0166
-139.1518,-31.1230
-120.2921,-56.2226
-100.8080,-55.2759
-92.1634,-41.4068
0.0264,-0.0679
-77.8394,-11.2979
-56.4756,-30.7254
-38.8608,-35.1648
-29.4860,-14.2789
-17.9807,17.4881
-0.0075,-0.1101
0.2714,19.2351
0.7034,5.9680
1.5723,13.0370
8.4186,42.6500
21.5569,59.9157
-0.0143,-0.0901
27.4958,29.5057
18.6091,31.3279
14.3007,53.5370
15.0828,71.2202
20.4698,64.9492
-0.0195,-0.0674
35.3587,45.6681
40.4145,40.2893
46.3868,33.4791
48.0293,27.0649
50.2183,40.9046
-0.0189,-0.0301
52.9123,57.2392
56.0840,49.2063
70.7012,43.0752
99.9952,54.8724
123.8265,37.9169
-0.0217,0.0690
124.7664,38.2963
130.5330,27.4605
135.7894,25.9830
130.6866,31.1285
113.3393,34.7736
-0.0291,0.0354
114.6307,14.2107
114.2779,3.1033
111.6527,4.7045
107.6920,-5.7998
113.9670,-22.3319
-0.0330,-0.0019
110.7779,-33.1480
105.8363,-41.5927
90.9449,-46.4637
78.2711,-42.7432
74.6637,-43.7499
-0.0130,0.0718
61.9975,-78.0839
24.1258,-63.6215
-3.0652,-74.3097
-15.1084,-97.6653
-17.1591,-107.4691
-0.0086,0.0674
-35.1423,-104.3591
-55.5120,-97.2093
-79.0985,-98.8467
-85.6399,-99.1407
-82.4521,-75.0090
0.0203,-0.0253
-86.5356,-45.9740
-92.5769,-54.4819
-84.0250,-51.9113
-79.2955,-31.7270
-85.0647,-26.5557
0.0277,-0.0428
-86.7597,-27.8970
-91.8373,-5.7260
-90.0118,3.0521
-86.0492,-14.0167
-76.7156,-17.6127
0.0346,-0.0086
-60.3338,10.1164
-57.4032,25.2352
-52.6671,24.0298
-40.1868,15.8827
-27.5107,12.2439
0.0074,-0.0262
-8.2920,6.4159
-5.8656,0.5977
-1.8468,-3.0093
-4.8344,-3.6344
-7.5210,3.3605
-0.0021,-0.0289
0.8363,1.1961
0.0034,0.4892
-0.8075,6.8869
1.0275,6.8143
3.0991,1.7440
-0.0049,-0.0103
2.8740,-6.7037
5.6905,0.6506
5.5166,4.6376
0.1306,-2.2611
-3.6404,-5.2576
-0.0003,-0.0050
-3.4443,-3.8567
0.5065,-7.4906
-0.6643,-6.3445
-3.0633,-1.5998
-2.8854,0.2672
-0.0024,-0.0115
0.6871,-2.6442
2.1415,2.3800
0.7766,2.4328
-1.1038,4.1693
1.5743,14.3612
-0.0046,-0.0506
1.1610,14.7902
-0.6501,7.1703
0.3263,-0.6221
3.2438,-5.1354
3.2709,-3.6083
-0.0050,-0.0098
0.5608,-0.4959
-2.4850,5.2293
-2.6634,3.9325
-0.7632,2.7600
6.9505,-3.4842
-0.0091,0.0004
4.6326,-2.7923
0.7397,-1.1051
2.0991,-3.8383
3.3467,0.0317
1.1197,0.2151
-0.0052,-0.0165
4.7622,-2.1548
0.2028,-0.2351
-3.1034,2.0902
-1.2901,1.0879
3.1280,-1.3205
-0.0065,-0.0074
4.0721,1.7561
1.8426,-1.0729
2.0113,-1.5912
2.3463,5.0897
0.9497,11.9262
-0.0055,-0.0321
4.7732,-3.5485
2.3290,1.8356
1.1169,6.2373
4.3870,2.6126
8.4164,-2.7801
-0.0082,0.0060
5.0546,-0.8999
1.0893,3.5650
0.8788,4.1473
-1.1321,-0.0480
-1.0733,-1.3569
-0.0028,-0.0198
-1.3806,10.4688
-1.3736,8.6372
0.6368,3.1236
1.2091,-1.8887
0.7981,-4.5204
-0.0032,-0.0014
1.4437,0.4083
2.3568,-1.1696
2.8463,-9.0211
-1.7198,-13.9529
-6.5197,-20.0620
-0.0015,0.0670
-5.7372,-41.7689
-13.6884,-51.1619
-24.9606,-61.9263
-38.3257,-66.6544
-57.5084,-58.7042
0.0184,-0.0037
-87.2581,-45.7783
-92.8973,-58.6725
-91.9202,-81.2789
-87.1088,-100.5671
-87.8625,-85.1700
0.0186,-0.0287
-85.3384,-41.1370
-64.9794,-47.2522
-37.8957,-64.7155
-13.0294,-66.2432
-1.0167,-51.5291
-0.0096,-0.0241
8.9657,-12.7410
18.2122,-7.3798
26.7545,2.1797
30.5058,14.4835
26.0074,23.8960
-0.0170,-0.0845
18.2044,46.7066
23.7110,63.8248
32.6807,80.9770
36.9553,68.6444
31.5156,58.4204
-0.0228,-0.0188
36.2174,31.1162
44.9052,11.9893
60.1170,16.8166
75.6363,21.8057
80.9144,19.3812
-0.0326,0.0419
86.9763,25.7854
91.0854,24.5881
93.0010,19.5993
92.0543,14.1626
93.7932,20.8207
-0.0341,0.0314
70.4545,15.8711
65.3808,31.8654
74.8393,33.0324
85.2207,14.2562
88.1757,-4.9173
-0.0339,0.0495
108.2812,11.3558
114.4216,2.8645
102.6272,-2.9380
98.2372,1.7799
105.8245,13.6811
-0.0336,0.0294
120.2185,20.1018
118.6801,-22.7634
109.0037,-64.5163
82.0915,-74.6217
60.7743,-79.9082
0.0033,0.0936
46.3223,-132.5045
39.9200,-137.1825
13.5381,-113.0936
-5.9641,-103.8270
-9.9083,-112.8380
-0.0119,0.0776
-14.4400,-129.7495
-31.1997,-115.8554
-54.1029,-90.0954
-65.0404,-88.2719
-59.4889,-104.2216
-0.0079,0.0352
-45.1577,-88.2955
-58.0185,-79.9556
-77.7461,-100.7068
-89.9029,-111.8352
-87.0511,-114.6584
-0.0094,-0.0194
-80.6845,-94.9609
-91.5426,-96.7148
-111.9627,-97.7879
-133.6699,-89.7155
-140.0780,-68.3095
0.0099,-0.1011
-101.4869,-48.6477
-88.2252,-50.0212
-84.9668,-54.3141
-82.4327,-49.2240
-78.0963,-46.2258
0.0241,-0.0438
-72.4970,-19.8511
-65.0542,-15.8304
-61.3864,-5.5622
-58.6209,1.3772
-48.4805,12.8779
0.0035,-0.1087
-13.5859,29.5129
4.1614,24.2719
9.4425,33.1663
15.7658,53.8308
18.3689,57.5321
-0.0156,-0.0870
16.2054,42.3049
13.1001,48.9149
15.2001,56.1329
24.4626,55.8920
28.9353,54.3889
-0.0206,-0.0422
41.9616,52.5456
49.2946,52.6904
57.5791,60.3062
64.5277,59.2604
64.3250,54.6017
-0.0250,-0.0081
19.6645,41.0151
7.5431,31.6199
23.2587,21.7156
54.8737,10.1169
70.7583,14.4474
-0.0325,-0.0037
53.4687,33.9031
54.4061,26.2674
59.7226,30.4635
65.9412,34.8713
68.8015,38.5359
-0.0343,-0.0061
84.4654,14.3321
92.6086,22.1888
99.2876,38.8281
107.9023,47.8105
114.4859,26.8404
-0.0340,0.0388
114.1772,-6.3913
117.9361,-8.3842
112.6365,-7.9760
97.9875,-17.6722
90.1455,-35.0645
-0.0220,0.0451
117.7191,-58.6875
111.5993,-29.6964
85.1829,-41.7005
79.6149,-58.3152
84.5143,-66.5446
-0.0151,0.0640
83.1882,-76.6121
62.1194,-101.4193
27.2591,-99.2991
-8.2559,-91.0063
-27.9475,-89.1624
0.0018,0.0512
-35.8205,-91.0231
-50.5980,-95.3644
-72.4780,-89.6569
-86.3950,-88.1471
-92.1352,-81.9791
0.0150,-0.0615
-93.6174,-43.8634
-92.1825,-45.0443
-109.2757,-54.7911
-125.1011,-53.9503
-123.6951,-41.8329
0.0272,-0.0495
-96.1118,-16.7650
-93.6958,-12.0255
-95.1313,-9.1272
-87.8507,-3.7116
-69.9408,0.6990
0.0262,-0.0221
-31.8040,-3.3361
-36.2569,-13.2528
-46.3612,-4.5990
-40.2282,6.2994
-15.8739,-4.5999
-0.0031,-0.0193
0.5468,-4.4210
-5.8746,-1.4540
-9.6533,-0.4947
-4.8185,4.3690
2.0663,1.9661
-0.0063,-0.0075
3.8206,-3.9733
0.4512,5.1577
-1.1391,11.1996
4.0318,6.2056
5.5609,1.5134
-0.0057,-0.0165
4.7857,3.5677
1.9309,6.2138
-0.0867,4.9013
0.1424,2.1176
4.0522,0.9810
-0.0064,-0.0052
1.3922,2.4930
-3.3960,-0.1172
-0.9717,-2.3521
4.4237,-7.1198
6.3611,-10.4852
-0.0053,0.0070
0.0644,-5.1269
0.0132,-0.6794
1.3759,-1.5940
2.3949,-1.9117
2.1112,-1.3709
-0.0024,-0.0125
0.9692,-1.7055
3.5416,-2.6320
3.0114,3.3589
0.6799,5.4084
1.9673,2.3193
-0.0061,-0.0086
3.4683,-1.7633
2.1298,0.5649
2.3226,1.7441
3.0661,-0.9042
1.4988,-2.4613
-0.0035,-0.0093
3.6713,-2.1281
6.2617,-0.2849
4.5316,-1.5391
2.1455,-3.1011
3.9338,-4.6934
-0.0060,-0.0063
2.9231,-2.8920
0.8269,-4.2322
1.7222,-6.0482
2.7804,-5.4748
3.0242,-6.1724
-0.0047,0.0167
0.8538,-17.5363
2.7628,-25.2709
4.7407,-32.4073
0.4835,-32.0285
-5.5483,-43.2824
0.0020,0.0928
-14.0369,-67.7542
-16.9689,-68.4854
-26.1239,-63.6438
-34.6975,-71.2174
-37.0231,-82.9559
0.0003,0.0662
-60.7917,-88.2860
-69.0674,-74.2720
-69.1277,-61.2167
-68.1693,-43.9011
-63.9372,-37.3084
0.0165,-0.0248
-43.8237,-53.9418
-38.5878,-56.6351
-37.8435,-51.1470
-40.6729,-30.6487
-42.8554,-10.1243
0.0126,-0.0887
-27.4375,2.4629
-22.2751,-1.5029
-19.2564,2.0162
-22.9304,18.2242
-25.8123,35.1748
0.0006,-0.1094
-10.3231,35.7117
-9.0833,39.2342
-10.1076,31.1130
-6.6693,27.5964
-0.9279,41.2280
-0.0070,-0.0835
5.3913,77.0409
9.3909,58.9167
9.8407,52.6103
10.7721,54.6599
19.2429,57.3090
-0.0182,0.0190
39.7352,51.9801
54.0548,51.2671
69.8940,39.1860
86.4527,26.2218
94.9532,18.2281
-0.0199,0.0841
111.3774,18.9296
109.3351,14.4884
104.1059,22.6923
101.8715,20.8959
103.4734,19.7534
-0.0294,0.0550
102.1099,31.1817
108.7631,32.3213
106.8122,26.9649
100.8629,12.1275
102.5551,15.7657
-0.0292,0.0385
108.3688,27.9372
98.3221,3.1083
91.7326,-35.3470
102.5385,-57.6544
95.6297,-33.3043
-0.0311,0.0401
64.7527,-12.8226
68.9223,-45.3902
70.1091,-61.3738
59.4295,-81.1296
52.2581,-96.2783
0.0049,0.0870
45.8416,-104.0413
35.6517,-103.6605
27.6443,-114.6843
28.3489,-119.2566
17.4173,-100.5889
0.0049,0.0893
-21.0331,-88.1119
-5.0737,-106.4140
0.9608,-103.0160
-8.9128,-97.1140
-27.5607,-99.1065
-0.0208,0.0633
-42.8158,-115.5801
-40.0798,-93.6321
-43.7768,-84.1142
-54.0677,-89.3812
-66.9240,-102.0699
-0.0023,-0.0271
-94.1363,-101.8036
-89.1742,-118.1725
-95.9101,-122.0857
-112.8615,-103.6321
-119.0637,-72.9018
0.0001,-0.0496
-89.3106,-94.4602
-87.7432,-73.8489
-92.2894,-58.8584
-105.5189,-45.6399
-90.7500,-35.3933
0.0104,-0.0458
-67.7897,-64.8980
-59.0664,-50.0560
-56.1817,-27.0674
-52.6637,-22.3029
-47.4734,-29.8410
0.0126,-0.0512
-33.3036,-17.3163
-29.3961,-10.6905
-31.4400,5.9427
-35.3499,32.3102
-36.6349,51.0049
0.0066,-0.1104
-34.9110,51.9962
-38.8053,69.1176
-41.1188,64.2933
-31.3911,76.5772
-21.7363,76.0568
-0.0074,-0.0961
-7.0380,70.8666
2.2953,62.5532
9.5999,57.3178
15.1794,51.4666
22.2188,49.2273
-0.0282,0.0071
43.6214,26.6609
57.8005,15.0823
69.9273,11.4997
72.5757,14.4393
66.7305,12.0626
-0.0369,0.0177
74.2816,9.8244
78.8073,17.0611
74.4147,28.3595
72.1315,61.8733
74.2933,128.2785
0.0336,-0.0316
62.1525,191.9067
80.1751,191.8585
93.3958,176.5811
97.2737,141.4756
72.8423,99.2345
-0.0007,-0.0579
1.9353,81.4275
17.9326,26.5966
41.7665,4.9073
51.3622,-1.4958
46.1747,0.5837
-0.0209,0.0901
48.9779,-54.6184
57.1446,-41.9656
56.7148,-3.4757
63.2489,-12.8335
84.9056,-30.5313
-0.0309,0.0397
96.3951,6.6548
90.2086,17.2492
75.4219,-4.0654
43.6122,-34.9214
33.4678,-52.2541
-0.0071,0.1077
18.9612,-59.6198
20.1966,-62.9566
23.8190,-63.9064
22.8417,-72.7267
19.9239,-76.0980
0.0006,0.1055
-3.9410,-91.1010
-21.5549,-97.3376
-28.0604,-104.5641
-67.4976,-67.5436
-74.6486,-51.3828
0.0175,0.0253
-112.9865,-27.4077
-124.5506,-18.3256
-126.5797,-12.9288
-105.9258,-32.4520
-77.3236,-45.3539
0.0285,-0.0192
-62.9515,-18.1000
-45.4668,-31.9729
-42.1541,-21.5186
-56.7619,-11.8293
-49.5006,-15.4408
-0.0081,0.0606
-8.9550,-33.3831
-6.1117,-26.2237
-3.7531,-17.1852
-4.9180,-4.9723
-4.1019,1.5451
-0.0188,0.0025
7.7323,10.3714
6.0978,13.1427
2.2470,8.1359
5.8563,5.2762
5.3343,0.6750
-0.0176,-0.0106
1.8015,6.2128
6.5328,-7.0920
7.2483,-10.7642
5.6158,-7.3336
-0.7019,2.6519
-0.0158,-0.0076
5.4943,-1.0444
7.9282,-7.2066
4.9485,-5.6324
1.8051,1.8737
2.4023,5.3300
-0.0160,-0.0118
-0.4550,-5.3763
-3.9218,-4.1359
0.4853,-2.4631
7.6502,0.9969
11.4110,-0.3135
-0.0158,0.0019
3.3029,-10.9794
3.4599,-10.3214
2.4717,-2.3874
1.8461,4.8057
4.5371,-1.9264
-0.0162,0.0093
-0.3063,-3.6336
-1.4121,-2.6644
2.6916,-3.0771
5.1221,-7.0392
1.8545,-4.4371
-0.0117,-0.0054
-3.0331,2.8941
0.6235,-2.0688
2.6398,-4.6864
0.1725,3.0037
-1.6775,4.2745
-0.0153,-0.0050
1.7574,-0.1910
-0.8247,2.5044
-1.8465,5.3947
1.0760,-1.4144
5.6951,-3.6968
-0.0153,0.0013
-0.6367,0.9156
-2.4242,2.2455
0.5099,2.2224
4.5011,2.2732
2.5385,3.1484
-0.0140,-0.0001
1.1918,-2.4385
2.6294,-1.3487
2.6370,1.7158
2.8686,0.6371
3.1641,1.3629
-0.0183,0.0108
4.4238,-0.5395
2.3444,-1.8985
2.2689,0.6412
1.3293,-0.3000
2.6112,-2.9780
-0.0048,0.0043
-3.6973,2.7439
3.4184,-3.1444
5.2716,-6.5419
2.9300,-2.5167
0.1977,4.4246
-0.0146,-0.0088
6.5824,-6.6891
5.6557,-8.5264
1.7769,-2.6799
-1.2208,1.3369
1.3689,-1.6513
-0.0176,0.0112
5.7302,-4.4611
6.8477,-8.5234
9.4037,-20.9840
11.3363,-38.0156
14.0669,-58.2418
-0.0004,0.0747
20.7829,-114.0494
21.1168,-124.9289
14.7850,-124.8121
15.7945,-123.4591
11.4912,-104.2526
0.0018,0.0716
-28.4534,-73.9823
-22.2774,-78.8080
-17.8799,-83.5672
-11.5785,-89.5124
-5.5960,-94.8771
0.0006,0.0785
28.0405,-91.3742
24.9614,-78.3644
11.6904,-44.4209
10.5526,-13.1836
17.1146,7.2415
-0.0104,-0.1063
34.1153,9.1898
40.2327,0.3544
31.6452,15.0542
14.1666,51.7741
8.2735,67.5624
-0.0147,-0.0941
27.3350,30.3269
24.3589,29.5532
23.1675,37.9403
24.3204,42.5655
17.4757,64.1380
-0.0169,-0.0654
44.0367,36.6204
61.1896,17.1137
63.6618,25.2185
61.0373,46.4041
63.2741,51.4588
-0.0253,-0.0061
64.4514,52.8528
69.2382,58.8031
80.9295,57.9719
83.4539,75.6386
78.0899,76.1913
-0.0208,0.0252
89.8823,42.3322
88.4122,61.8337
76.7469,104.7978
68.3195,110.6000
75.9626,66.3457
-0.0267,0.0649
90.4182,27.0988
84.3185,24.3307
73.6306,33.1830
68.4654,29.8497
94.3665,-1.9134
-0.0296,0.0577
87.4864,-36.6683
70.5730,-54.0137
48.4867,-48.9663
45.6431,-68.3594
34.3328,-119.9575
0.0056,0.0260
30.6799,-132.6448
25.1962,-128.1560
21.0532,-125.4438
14.8243,-123.3520
1.0010,-74.7275
0.0171,0.0341
-11.8656,-27.2020
-7.2844,-29.5714
-10.9154,-36.4431
-22.0482,-44.7685
-32.7914,-66.1891
-0.0018,0.0641
-48.5260,-97.3453
-45.6071,-74.3258
-43.2843,-77.5860
-45.8940,-89.1871
-52.5472,-98.3996
-0.0013,0.0192
-74.4230,-65.5367
-65.9467,-42.6059
-69.0428,-13.4704
-82.3186,-18.7196
-101.9349,-20.8449
0.0291,-0.0516
-97.1138,-35.0594
-81.2996,-42.1941
-73.8718,-47.8973
-69.4623,-69.7766
-76.7572,-71.2415
0.0179,-0.0019
-76.1180,-37.0341
-57.3054,-28.3532
-48.9094,-22.4967
-38.1418,-24.5022
-32.4947,-23.2942
0.0073,-0.0278
-31.5872,10.2467
-34.8753,23.7803
-33.5160,17.1888
-16.7751,0.6228
-8.2228,-1.4529
-0.0097,-0.0396
-14.6596,25.1698
-15.8837,26.5934
-5.5016,6.5131
1.9293,-6.7196
2.1508,-8.2481
-0.0134,-0.0509
-12.9173,30.8861
-7.6412,30.4010
2.0663,30.8367
7.6985,32.5674
12.7445,35.5275
-0.0238,-0.0596
25.7585,36.6010
33.0914,42.8729
37.4165,45.8057
48.8042,45.2634
56.5788,38.6248
-0.0298,-0.0001
44.7055,24.4768
44.6243,45.8487
54.1266,45.1608
60.0447,39.1120
58.8601,35.4393
-0.0271,0.0315
59.7229,34.8843
60.5473,39.8594
57.5686,43.3987
56.7781,49.9722
61.4306,38.9896
-0.0303,0.0452
62.4297,28.2500
51.4480,43.8241
50.1011,47.7980
61.0221,36.1328
72.6231,11.1793
-0.0303,0.0652
60.2481,-5.7202
49.3351,1.1027
54.3198,-13.2518
71.0024,-40.3479
82.0055,-54.4299
