phi_r,theta_r
-6.4396,-31.7933
-11.4782,-35.9279
-12.5681,-35.3259
-12.7636,-35.3267
-12.0159,-31.7692
0.0100,0.0694
-25.3104,-49.1760
-25.4569,-64.8041
-26.3593,-73.3265
-23.8045,-73.5717
-28.0695,-75.5352
0.0019,0.0882
-32.0051,-49.4376
-23.3457,-66.4278
-15.7165,-79.4121
-18.3651,-74.4432
-29.4478,-51.3957
0.0236,-0.0033
-40.1010,-19.3762
-36.8396,-29.1227
-32.2388,-40.9634
-37.5856,-28.0944
-44.0424,1.0463
0.0231,-0.0595
-35.5854,29.6106
-23.5040,6.3964
-16.5075,-7.8430
-18.5902,5.1465
-25.3230,37.1906
0.0054,-0.0949
-37.7447,71.9887
-25.8975,36.7062
-7.6059,9.6785
3.2813,1.2968
4.0275,14.1748
-0.0082,-0.0554
3.8285,26.0480
10.2658,14.8504
18.9840,12.2944
18.9980,31.1917
21.2973,55.5640
-0.0158,-0.0684
43.9987,52.9537
56.0143,55.0445
51.6304,56.3282
35.4631,66.1043
15.8272,87.7658
0.0016,-0.1075
28.7219,69.8339
53.5596,50.2090
67.2283,44.6231
61.4212,53.8784
59.7110,61.4476
-0.0097,-0.0079
61.2141,83.5807
70.0956,97.3881
73.7712,91.8501
59.0373,79.1416
55.4747,52.9730
-0.0144,0.0367
78.2949,53.8057
79.0889,58.5005
65.8301,45.2042
61.8266,33.7304
67.6877,46.8760
-0.0163,0.0227
71.0952,25.6302
62.2350,-9.9429
69.1238,-33.2662
72.8634,-31.2975
63.1399,-43.1317
-0.0082,0.0936
60.7701,-72.0352
73.2400,-91.4518
66.8622,-92.7895
53.2835,-93.4572
49.4759,-99.9593
0.0026,0.0671
60.3636,-88.6577
51.6059,-88.2643
26.2176,-94.2923
11.1298,-97.5574
-3.1492,-81.1573
0.0127,0.0919
-9.1848,-39.9706
-12.6613,-29.7054
-40.1615,-25.2343
-65.6628,-27.6915
-74.4707,-38.1459
0.0306,0.0095
-57.8222,-27.3002
-50.2615,-18.9262
-49.4867,-6.6729
-43.3557,0.7168
-36.0445,8.7879
0.0182,0.0100
-22.3135,7.6628
-27.3582,0.8953
-28.2203,-3.2116
-18.1369,-7.0201
-11.0205,-1.2183
0.0049,0.0383
-12.5088,-10.5663
-14.6403,-4.1786
-8.7054,9.4603
3.5996,12.9407
8.7661,8.0210
-0.0041,0.0460
-1.2733,-6.4049
1.0097,1.6538
7.9715,7.1610
9.2645,0.6950
2.9188,-11.8185
0.0016,0.0657
-5.7582,-0.2493
0.0774,2.8895
7.1897,-2.8735
8.4682,-14.7853
4.7579,-17.8315
-0.0071,0.0786
13.3082,-19.3545
17.7842,-24.9277
17.1072,-41.0317
17.8326,-62.3137
13.6781,-74.3391
0.0001,0.1126
-1.5605,-64.8199
-0.0476,-74.6508
-1.1089,-96.2130
-8.5838,-99.7108
-15.0151,-99.8457
-0.0001,0.1051
-26.0376,-76.2065
-36.9108,-64.5217
-45.3423,-41.5710
-47.7996,-28.8986
-46.9497,-35.6778
0.0255,0.0118
-43.7137,-18.2119
-40.9666,-6.1253
-37.7172,-4.1196
-39.5467,-12.1561
-41.7315,-16.9110
0.0213,0.0073
-39.5583,-8.9462
-40.4150,1.5617
-36.9864,8.5120
-32.4528,11.1215
-32.5395,13.7579
0.0130,-0.0184
-25.7806,2.8092
-27.9434,8.8671
-28.5016,17.5920
-36.4071,24.8955
-39.4607,26.9170
0.0110,-0.0462
-32.1141,37.9602
-24.2948,50.0309
-13.0028,41.7032
-4.2226,21.8887
7.6873,9.0759
-0.0262,0.0426
34.2600,25.3166
40.7904,28.8731
42.3622,23.5159
42.3506,31.1723
45.1016,69.8467
0.0029,-0.0393
68.0189,58.1906
54.5309,34.3282
42.6008,32.7005
53.5507,38.4345
68.5455,32.3774
-0.0253,0.0348
68.7656,28.0682
64.8427,14.4499
66.0214,13.1559
50.4620,26.4446
37.0816,29.9401
-0.0148,0.0242
61.9115,15.9126
67.8840,9.5555
51.6234,-5.9684
40.6829,-12.5101
57.4806,-16.0362
-0.0267,0.0762
79.1779,-27.5136
78.3074,-42.7433
61.6482,-42.0285
46.7498,-40.5053
48.8212,-47.1871
-0.0154,0.0893
62.2171,-58.1631
44.9033,-61.0500
28.6709,-61.8717
20.7224,-60.6711
24.8294,-47.0740
-0.0065,0.0976
27.6864,-56.6055
13.3841,-56.5899
-4.6881,-51.1341
-19.9887,-52.2782
-24.2291,-65.8592
0.0046,0.0924
-19.3173,-70.1852
-22.3739,-55.2334
-31.1627,-39.9028
-37.1072,-44.1465
-43.3898,-48.3957
0.0255,0.0421
-44.7173,-17.0647
-41.1375,-0.9213
-40.6350,-1.2038
-41.7543,13.3483
-39.0317,9.8585
0.0223,-0.0215
-23.9124,23.8600
-25.6902,24.2696
-28.0898,17.5576
-22.5182,9.5073
-14.0464,12.2081
0.0096,-0.0029
-16.0950,9.2058
-14.1691,7.7039
-9.6616,8.5962
-2.4108,8.9649
-2.0111,9.1273
0.0048,0.0146
-7.5242,-6.5500
-0.8843,-3.7814
3.2435,3.2039
1.6641,0.1999
-3.7777,-7.0246
0.0004,0.0429
3.1166,-6.9057
8.5713,-8.3585
11.2715,-14.6824
6.1871,-21.7616
3.1905,-17.5219
-0.0058,0.0462
9.9590,-11.8109
13.3306,-19.5097
12.9131,-29.7919
13.1959,-47.0068
10.5794,-49.4394
-0.0035,0.0921
2.0676,-42.1438
-4.4662,-41.2267
-5.7521,-26.5626
-4.5115,-18.5441
-1.6909,-10.4662
-0.0014,0.0149
0.7402,-18.3388
-2.2618,-20.9087
-1.7391,-20.4925
0.5328,-15.2670
6.1143,-11.6565
-0.0041,0.0641
-0.0152,-50.4166
-0.9849,-62.8045
2.4116,-47.6238
5.2145,-32.6872
3.5449,-40.6581
0.0016,0.0932
-16.9602,-81.9541
-29.3348,-72.0107
-36.4722,-41.9812
-41.6023,1.7990
-40.7099,-6.8563
0.0167,-0.0040
-31.2525,-41.6230
-37.1328,-27.0771
-40.8723,-5.7795
-38.6085,-1.8980
-29.0698,-14.3928
0.0161,-0.0297
-29.1587,5.8785
-43.5948,21.7910
-45.1216,6.6381
-30.8090,-12.0779
-16.1193,-11.5522
0.0142,-0.0455
-31.3693,35.9555
-26.6650,25.9909
-16.4891,17.4738
-13.7075,32.0921
-10.9074,43.0814
-0.0017,-0.0760
1.6226,26.3072
16.4665,47.9191
21.8392,93.7218
31.2298,62.6318
39.6983,24.4601
-0.0221,0.0590
48.2242,48.5393
53.6020,51.5501
60.9856,23.3716
66.5302,2.2679
76.8879,15.2546
-0.0242,0.0568
85.9669,36.7574
81.9038,34.3101
68.9266,43.0815
72.8647,71.6872
93.3234,96.9867
-0.0038,0.0303
84.2651,49.0838
58.0648,37.2447
81.5938,39.4984
136.5495,52.7640
156.1512,41.7926
-0.0285,0.0620
102.4885,-7.1453
115.9289,0.5823
139.3792,-15.2362
143.5292,-53.4795
109.1333,-77.5054
-0.0073,0.0642
79.5409,-55.0113
80.7060,-37.6016
73.2336,-64.7804
72.7708,-128.5790
65.8679,-148.9762
0.0013,0.1019
-19.4233,-67.6074
-40.2500,-81.7563
-44.1122,-92.2677
-54.7944,-83.7832
-91.8626,-50.8981
0.0163,-0.0421
-144.5467,-19.4659
-141.9116,-16.9832
-139.0383,-10.4809
-140.9175,0.7232
-137.5504,22.5041
0.0254,0.0265
-82.7334,14.1052
-43.7525,4.6226
-30.9357,5.5960
-39.3379,5.2992
-51.2549,10.6087
0.0221,-0.0076
-12.5943,2.0270
-31.8220,2.2176
-42.9183,3.1326
-40.1663,9.1886
-14.9955,0.0098
-0.0095,0.0210
7.1049,-4.8984
2.4189,-11.6892
-0.4068,-10.9824
1.7727,-11.3551
3.7703,-15.3058
-0.0036,0.0462
-0.5420,-4.4828
7.9316,-3.4226
13.0404,-11.0395
8.2973,-11.6583
4.9388,-11.7770
-0.0117,0.0513
11.6155,-5.5980
11.8511,-0.7561
7.7866,-15.3876
5.0804,-7.7315
7.0071,-3.3144
-0.0095,0.0381
6.1137,-4.1022
4.7190,-11.6347
3.6908,-16.9347
4.3736,-13.7379
8.9290,-13.1149
-0.0143,0.0582
15.0976,-21.0249
6.8744,-24.1981
4.8781,-24.8144
9.2448,-18.1613
16.0538,-24.2437
-0.0128,0.0877
18.6980,-65.9658
17.2526,-70.9028
12.8817,-67.4305
14.6789,-77.9187
26.8965,-117.1123
0.0063,0.0977
21.4821,-103.6078
17.5286,-94.9297
10.6076,-98.4274
-0.6583,-85.1348
-11.9558,-70.2764
0.0071,0.0819
-20.7053,-47.9036
-23.8592,-25.2497
-29.4623,-6.5218
-33.4098,6.6702
-39.2387,-7.0765
0.0263,-0.0121
-50.0808,-28.6581
-60.8543,-6.6886
-68.6262,23.1488
-65.3296,29.4611
-56.8742,10.3706
0.0274,-0.0199
-54.5403,-12.8988
-57.7052,-0.9405
-54.3024,-6.2015
-45.8167,-14.2406
-31.0642,-7.2902
-0.0000,-0.0334
-19.1842,18.0177
-18.2045,13.0238
-7.1951,5.0608
12.2352,9.5079
25.8566,16.6841
-0.0229,-0.0429
27.4155,27.1591
37.5224,25.3808
50.0394,35.2608
62.3243,39.2206
61.2304,37.4212
-0.0293,0.0051
55.5913,31.0999
71.1347,43.0859
89.4455,45.1204
85.4188,46.5028
72.2224,49.0769
-0.0190,0.0249
82.9954,48.7632
91.0426,38.6454
93.8495,21.9364
95.5092,14.4835
88.2350,21.5433
-0.0274,0.0317
85.4731,33.3780
90.2559,25.8885
102.2330,7.4027
94.6820,7.3054
69.2355,26.5008
-0.0234,0.0296
87.6647,-9.5707
116.5296,-28.1680
101.5631,-25.1984
60.6931,-11.6716
47.7403,-19.4700
-0.0113,0.0689
114.1140,-102.1024
97.9490,-89.2221
47.8437,-64.2670
19.0642,-75.6411
12.1350,-99.7657
-0.0016,0.1034
-14.3682,-80.3119
-41.7950,-53.2383
-52.2412,-44.2124
-54.5833,-52.8329
-62.6523,-69.1157
0.0191,-0.0256
-116.4042,-34.0656
-136.8851,-6.5637
-128.1969,-3.0393
-112.1244,-22.5791
-121.5508,-33.0183
0.0119,-0.0558
-141.3005,0.3548
-104.0333,7.7094
-80.6295,15.7705
-80.6817,6.3590
-88.1563,4.6557
0.0311,-0.0000
-55.6520,55.2131
-25.1989,28.2015
-5.8004,-5.3090
-1.6561,-18.0033
-1.3372,-6.5824
-0.0103,0.0537
13.1847,-8.1110
18.5524,-22.9324
15.4323,-21.9867
15.6918,-10.5853
17.6593,-5.9629
-0.0196,0.0257
18.2203,-2.3737
8.3945,-0.4696
6.9749,-0.9605
9.8990,-0.6411
12.1658,6.1061
-0.0146,0.0116
9.1338,-3.3575
5.9229,-4.8811
5.0663,-1.1259
4.6504,3.8450
3.0401,2.6777
-0.0060,0.0229
-1.1944,-0.2776
-0.9189,1.2173
-0.3240,0.9543
-0.6137,-0.0387
-0.5241,0.1377
-0.0072,0.0249
0.1792,0.9402
-0.1836,1.4492
-0.4590,-1.5620
-0.3653,-5.7472
-0.6255,-2.1184
-0.0072,0.0176
3.6210,3.9343
2.9192,6.0313
3.5228,1.5785
5.8177,-6.0584
8.8810,-11.1012
-0.0094,0.0292
5.0274,-2.5155
1.7702,0.1787
