Roll (degrees),Pitch (degrees)
0.0,0.0
-0.0009303046876747757,-0.0008794732576669003
-0.001777727438940354,-0.002055802817340981
-0.0025155441955656966,-0.004344789650622552
-0.0025796346735314705,-0.004893434574349964
-0.0030540998676930747,-0.005478684938324431
-0.0036572998928647007,-0.006755542065625218
-0.005076424018582631,-0.006165319440597883
-0.0059765380473498905,-0.006643730028221693
-0.00631101272728579,-0.006798210776551413
-0.006024156503744028,-0.0068318431899538
-0.0066042201630141925,-0.006820997584448453
-0.008570779124461969,-0.0067998173016218045
-0.010246889991500885,-0.0060837250698318945
-0.011431625729109914,-0.005475346483459672
-0.012057268961966025,-0.0038668420648940048
-0.011752029719987116,-0.0029898234512891154
-0.012584776354545755,-0.002066877182214162
-0.01239530522045863,-0.0008021245219656859
-0.012162799739896493,0.0008966001640149097
-0.011909725503004226,0.001652034337362928
-0.011627076410929645,0.002046051561620568
-0.012101502572397468,0.0015952078458041207
-0.012143136993843858,0.0018921635990025861
-0.012001440590895753,0.002449253856502993
-0.012172815956190313,0.0030733635841368383
-0.011684840851450114,0.0037310468515326344
-0.011337217706979595,0.0033258377508406174
-0.011407170485550285,0.0032324149737534918
-0.011249013263363798,0.00292129814129848
-0.012172396549817275,0.0014882652503323166
-0.013804952703579336,0.0014268073965318347
-0.013774976959377492,0.0004800024082186254
-0.013861254675380052,0.0009773304490747626
-0.013320329380060551,0.001981771863940904
-0.012565196374330847,0.0021127044262242967
-0.013177533485251636,0.0015751492114410353
-0.013881875115253645,0.0014848739743239803
-0.014612133665526533,0.00192858815020713
-0.015323131575033497,0.0008131353012007851
-0.01634927571950994,-0.0001519036313449491
-0.017148522538501035,-0.0003454473427762527
-0.018856136185873514,0.00080232687660788
-0.019110566015541168,0.0010179332841600722
-0.020233888672147166,0.0012193970642260647
-0.02018183290274772,0.0017766922353819404
-0.019712114200318882,0.002077732945172443
-0.018776658420622323,0.002301902966001535
-0.018413373467696153,0.0024843708097762422
-0.017944482315519202,0.001955121048397584
-0.018141748716567,0.0018377251987535988
-0.019301474802384692,0.0029633742781903435
-0.019650321143471858,0.003466392722080319
-0.02042983720948121,0.003378193063137329
-0.020966537620863677,0.0023720619260513467
-0.020694275979245984,0.0017449819416857667
-0.020509820132197747,0.00195947889192749
-0.02144122878156691,0.001439527532358603
-0.021308815516553656,0.0017079237733666226
-0.021844679830704206,0.0012170975190447756
-0.02263709733305262,0.0018706968192465608
-0.022385433722128777,0.00184632635137658
-0.022153380913112898,0.0019607677499194347
-0.021915420041660316,0.003133825435658901
-0.02173547777648665,0.0025957627275215037
-0.022319114011709707,0.0034870953321974093
-0.022715081220571663,0.003180784665871303
-0.02265773653860381,0.002103934702432581
-0.02391784071100108,0.001797534188549923
-0.02455149424589274,0.0014604080743791587
-0.024190161705598623,-0.0002739057229175854
-0.02385373915746098,-0.0010602402999425325
-0.02462018783909081,-0.0004549686158260169
-0.02534417373427015,0.00031098369740893694
-0.025304537128111045,4.1677292208250185e-05
-0.024747663965066752,-0.0002449362702573823
-0.024016695441541062,-0.0005016474325595387
-0.02388128296266441,-0.0010641244808940013
-0.023974139960808744,-0.0007082285198590891
-0.023809783526206423,-0.0010311097588628897
-0.024276997996668118,-0.001986080807246095
-0.023498220304780694,-0.0010562058843981436
-0.02371695167729359,-0.0005123313660056711
-0.02362542655406734,0.00022030571895175296
-0.023421357763811552,0.0020228920380503715
-0.02317076979326138,0.0020865073934170646
-0.022888458039569088,0.0036153261332555957
-0.021537654263749074,0.0035664114847648483
-0.020227581206969172,0.0035877855685216963
-0.020469656825679514,0.002945342517284534
-0.020860061704801064,0.002092049999651628
-0.020957161461037745,0.0022292570767358678
-0.0205344700901862,0.0034252260401129403
-0.019646802863078693,0.003230167235212222
-0.020358394493769343,0.0035705743205491918
-0.019842641986159544,0.0034043691820660684
-0.018867918409091026,0.003425301472779668
-0.019218624246530782,0.003142252405705732
-0.018938258447129402,0.0027923018137738466
-0.019134490305308508,0.0024238696007715436
-0.019173153052289872,0.0016783628255071363
-0.01947335870923159,0.0011864648250249142
-0.01956844832924183,0.0007979222775821038
-0.01954768967656958,0.000797713811777361
-0.019801635289465207,0.0023346279517017
-0.0194578695268787,0.002994437775919553
-0.019249944957958835,0.0033221009237276574
-0.020875333668453278,0.006638410149296591
-0.021364421296218274,0.008169707103034806
-0.022190572726014803,0.007610544778671074
-0.02162759167982746,0.0073314493741888165
-0.021341551835272757,0.00681623280902912
-0.020691478378447134,0.006593841096082547
-0.019997269555495932,0.004757214150931073
-0.019641823823503442,0.0027254684927526113
-0.02056978357112012,0.0006517532472422364
-0.021608467689965948,-0.0010188234810857258
-0.0228973176426679,-0.0021355512686141525
-0.022870098532900895,-0.0023117372649461483
-0.02306736436890137,-0.0017934177542872018
-0.02191289452916366,-0.0017195841623319618
-0.021388310477257505,-0.002490980118868916
-0.02185161616321075,-0.0014863458542912033
-0.0226078672563871,-0.0012233050012289508
-0.022690471475012512,-0.0002120397414810537
-0.02290450974437886,2.7121803583675144e-05
-0.022749138303995477,-6.659245258748885e-05
-0.021736854692493812,0.00042774024342813975
-0.020134072792141158,0.0007789502403391523
-0.019780099038898876,0.0010594300981455165
-0.01956199943119552,0.0012807476387983164
-0.0194216794984031,0.0028948946365891432
-0.018927778889456764,0.003576287212879417
-0.020142064683396053,0.0021434032197625978
-0.020156001356321975,0.001364841753196493
-0.018303057027643732,0.0008595446246853885
-0.018318752627802283,-0.0002340058300282004
-0.019345113385204133,-0.0004665177591129657
-0.019310476289477796,-0.0003641453915988395
-0.019221148864158454,0.0019420800349559334
-0.01910281934303433,0.0011680891962387936
-0.018671351180787346,-2.769785362947933e-05
-0.019530050849665852,7.519599352501204e-05
-0.019805328627884866,0.0016871151512877485
-0.019446880429352782,0.001704029404430628
-0.019231777538348874,0.0011292102460633317
-0.01832547306763981,0.0007006917176657091
-0.019358142555750437,0.00035317647369221845
-0.01995398896370706,-0.0006672429217924159
-0.020037993834317726,-0.0011938620549773544
-0.021016030761610044,-0.0008509497403142491
-0.021638462864160164,-0.0005379138424371455
-0.02356402313350498,-0.001620308917849288
-0.024476428788804207,-0.0014492556177502231
-0.02462337044032953,-0.0015093700478279897
-0.024538324931533958,-0.0005853217833537337
-0.023276517709281738,0.0010016968121577682
-0.022993222238804137,0.0013932737920948316
-0.02305350412420569,0.0013218312217655951
-0.022507250934417695,0.0010787011527131382
-0.022485923945545903,0.0014759345709114266
-0.022402703931578737,0.002450643143712744
-0.02297572019200027,0.001874293877725877
-0.023445672386130163,0.0010881995028159122
-0.023498578608873322,0.000937870237018956
-0.023343090630612927,0.0013575414416960698
-0.023485155618894128,0.002350318609426606
-0.023015239159188138,0.0007314659858474812
-0.02201920876858507,-5.860493291151674e-05
-0.020890629822561565,0.0001794549181581306
-0.02111002834805653,0.0014643565492341692
-0.019998340449485105,0.0020557544401702574
-0.019859614012217478,0.0020366956609065086
-0.019016208735524773,0.0014505318367072767
-0.018991431010861627,0.0013667758678246767
-0.018907249632654954,0.0014661379922632297
-0.01842914061143363,0.0019781579000819846
-0.018527072521463413,0.0026257360085238405
-0.01852192477220512,0.003644683377158519
-0.018496769670373166,0.004785200842668263
-0.018467344684206275,0.0052248990354191865
-0.018138383931737917,0.005747248574947788
