Accelerometer X (g),Accelerometer Y (g),Accelerometer Z (g),Gyroscope X (rad/s),Gyroscope Y (rad/s),Gyroscope Z (rad/s)
-0.8763312,0.01670359,0.4826542,-0.8264508,1.037393,-1.638042
-0.8758541,0.02251196,0.4860954,-0.6417161,0.9776434,-2.248337
-0.8719776,0.0109168,0.4821291,-1.257499,1.575135,-1.760101
-0.8676919,0.01031782,0.4626576,-2.365907,0.9178943,-1.149806
-0.8633106,0.003620521,0.470886,-1.873281,-0.6953337,-0.417452
-0.8666978,0.006987766,0.4699358,-1.750125,-1.233076,0.4369612
-0.8700736,0.01134951,0.4738578,-1.56539,-1.352575,0.1318136
-0.8690959,0.004589704,0.4723562,-1.257499,-0.9940796,0.1928431
-0.8700907,0.009857764,0.4665495,-0.02593367,-1.173327,0.4979907
-0.8710958,0.01801334,0.4597872,0.2819575,-2.129314,0.4369612
-0.8773483,0.02240891,0.469551,0.2819575,-2.308562,0.5590202
-0.8744127,0.01474303,0.4772881,0.8361618,-0.5758353,0.6200497
-0.8859476,0.006089848,0.4830838,-0.5801378,0.0814057,-0.3564225
-0.872981,0.01131736,0.4689937,0.8361618,0.2009041,1.230345
-0.8705561,0.01910716,0.4807179,1.144053,0.9178943,1.169315
-0.8710237,0.01671354,0.4836234,-0.02593367,1.814132,1.047256
-0.8657383,0.01328175,0.4738662,-0.3338249,1.814132,0.8031382
-0.865274,0.01809263,0.4719486,-0.4569814,1.037393,1.291374
-0.8556066,0.02687633,0.4875662,-0.7648726,0.2009041,0.4369612
-0.8623254,0.0157885,0.4889639,-0.7032943,0.9776434,1.718581
-0.8628224,0.0133319,0.4816502,-1.134342,0.5593992,0.3149022
-0.8647725,0.01280022,0.4738626,-1.503812,-0.3368386,0.9251972
-0.8662121,0.0220279,0.4846253,-1.503812,0.3801516,1.230345
-0.8686055,0.01236608,0.4821353,-1.688546,0.3204024,1.230345
-0.8666804,0.01769328,0.4855725,-0.5801378,0.9178943,0.3759317
-0.8724221,0.01099742,0.4952686,-0.888029,1.634884,0.5590202
-0.8724666,0.02447947,0.4919441,-1.996438,0.8581451,-0.3564225
-0.8787208,0.01480877,0.4884839,-3.104846,0.7983959,-0.7836291
-0.8806565,0.01576283,0.4870313,-1.873281,-0.09784186,0.1318136
-0.8782474,0.01769964,0.4880145,-0.8264508,0.2009041,-0.5395111
-0.8767884,0.00802869,0.4835751,0.03564457,-0.2173402,-1.210836
-0.8763444,0.01473559,0.4763163,-0.2106684,-0.9940796,-1.210836
-0.8704896,0.009066851,0.4947687,-0.5185596,-0.3368386,-0.8446586
-0.8695694,0.0099421,0.4801749,-1.503812,-0.5160862,-0.417452
-0.8671697,0.01719267,0.4826502,-1.873281,-0.456337,0.1928431
-0.8739371,0.01569889,0.4758337,-1.56539,-0.5160862,-0.1123045
-0.8671946,0.01374493,0.4709505,-1.319077,-1.591572,-1.332895
-0.874863,0.005597876,0.4801526,-1.319077,-1.531822,-0.9056881
-0.870553,0.01135515,0.4748314,-0.8264508,-1.113578,-0.8446586
-0.8744128,0.005529257,0.4689597,-1.011186,-1.71107,-1.699072
-0.8672214,0.01271745,0.4607253,-0.888029,-1.950067,-1.821131
-0.8662736,0.01704643,0.4588044,-0.7032943,-2.846304,-2.248337
-0.8661915,0.003645354,0.4752679,0.09722282,-2.667057,-2.675544
-0.8686207,-0.000274441,0.4655137,0.2203793,-2.308562,-1.027747
-0.857497,0.008531332,0.4845366,0.2819575,-2.308562,-0.8446586
-0.8666772,0.01430552,0.4836055,-1.134342,-1.113578,-1.393924
-0.8686089,0.01041907,0.4792038,-0.7648726,-0.2770894,-1.210836
-0.8686554,0.01322861,0.4655957,-0.2106684,-0.3965878,-1.332895
-0.8701279,0.0155968,0.4587986,0.4666923,-0.9343305,-1.271865
-0.8666971,0.01329303,0.4758135,0.89774,-1.472073,-1.332895
-0.8656747,0.00275019,0.4864542,0.651427,-0.8745813,-1.149806
-0.8705391,0.007020878,0.4757784,0.405114,-0.8148321,-0.6005406
-0.8666902,0.008943766,0.4743272,1.759835,-1.292826,-1.393924
-0.8633144,0.004582025,0.4704053,2.129305,-0.6953337,-0.9667177
-0.8633701,0.01367583,0.4592683,2.806665,-0.8745813,-1.149806
-0.8493702,0.011293,0.4621628,2.868244,-1.531822,-0.295393
-0.8541992,0.01321541,0.4616916,2.929822,-2.42806,0.6200497
-0.8599904,0.02144536,0.4675854,2.129305,-3.742542,1.291374
-0.8608696,0.01338432,0.4899214,2.560353,-3.264549,1.291374
-0.8666807,0.01672278,0.4845934,1.328788,-2.906054,1.718581
-0.8733979,0.01048745,0.4908867,0.89774,-2.965803,1.108286
-0.8791973,0.01966991,0.4948398,1.082475,-1.950067,1.047256
-0.8709922,0.01920578,0.4967771,0.5282705,-0.2173402,-0.1123045
-0.8690635,0.005629186,0.4845279,-0.4569814,0.7983959,-1.332895
-0.8787123,0.002219235,0.480135,0.158801,0.4399008,-1.149806
-0.8724211,-0.003548113,0.4825283,0.9593183,-1.352575,-1.393924
-0.8705422,0.001680118,0.4699066,1.082475,-2.547559,-1.027747
-0.8656867,0.009028461,0.4879522,1.636679,-3.324298,-0.6615701
-0.8686188,0.009912828,0.4753078,2.621931,-3.324298,-1.393924
-0.8579827,0.01046298,0.4850353,2.868244,-3.204799,-1.332895
-0.8642299,0.01390004,0.4957665,1.759835,-2.009816,-1.638042
-0.8656754,0.01341671,0.4957647,0.9593183,-1.053829,-0.8446586
-0.8738953,0.01530362,0.4899431,0.09722282,-0.3368386,-1.393924
-0.8695912,0.02444264,0.4856157,-0.888029,-0.157591,-0.7225996
-0.8695474,0.0177481,0.4948207,-1.257499,0.2606533,-1.332895
-0.8676223,0.01434679,0.4904191,-0.7648726,0.9178943,-1.699072
-0.8609046,0.01718835,0.4811854,0.03564457,0.8581451,-1.271865
-0.8584509,0.006613602,0.4864722,0.8361618,0.4399008,-0.6615701
-0.8584843,0.02836292,0.4943901,0.7130053,0.7983959,-0.3564225
-0.8550652,0.01585088,0.4982044,-0.4569814,1.515386,-0.6615701
-0.8608802,0.006572815,0.4801478,-0.2722467,1.814132,-0.8446586
-0.8608926,0.01575959,0.4840965,0.4666923,0.02165651,-1.271865
-0.8594257,0.0133794,0.488947,0.3435358,0.2606533,-1.088777
-0.8637981,0.01718619,0.4811877,-0.2722467,0.7983959,-1.027747
-0.8642194,-0.005474003,0.4820237,0.158801,0.9178943,-0.6615701
-0.8608833,0.009960573,0.4821148,0.158801,-0.6355845,0.1318136
-0.8652072,0.009022823,0.4869786,-0.7032943,-1.173327,0.07078408
-0.8608727,0.01677208,0.4918884,-1.011186,-0.3368386,0.2538726
-0.8657086,0.009950977,0.4811452,-1.072764,-0.6355845,-0.2343635
-0.8604071,0.008493184,0.4786992,-1.319077,-1.531822,0.1318136
-0.8603828,0.01048517,0.4889302,-1.750125,-1.352575,0.009754575
-0.8593773,0.00766436,0.5005911,-1.934859,-0.09784186,0.3149022
-0.8671126,0.004222859,0.4908438,-1.934859,0.3801516,0.4979907
-0.8690821,0.01286296,0.4845718,-2.24275,0.1411549,0.3759317
-0.8686039,0.01285433,0.4831115,-1.934859,0.9776434,-0.295393
-0.8681386,0.01233345,0.476782,-1.257499,1.336138,-0.05127494
-0.8671113,0.003740607,0.4908409,-0.888029,1.634884,-0.6615701
-0.8743622,0.007092977,0.4879471,-1.996438,1.694634,-0.6005406
-0.8733358,-0.004411367,0.4990686,-2.489064,1.93363,-0.7836291
-0.87099,0.004663243,0.4845235,-2.61222,2.770119,-0.9667177
-0.8710153,0.008003017,0.4787044,-3.104846,2.053129,-1.088777
-0.8686273,0.005045324,0.4679791,-2.61222,2.053129,-1.027747
-0.8671601,0.01236416,0.4816476,-3.043268,1.814132,-0.9056881
-0.869045,-0.006454101,0.480075,-3.412737,1.336138,-1.271865
-0.8632783,-0.000189507,0.4786487,-2.735376,0.4399008,0.1318136
-0.8676361,0.001709269,0.4742841,-2.24275,-0.03809267,0.2538726
-0.8622949,0.002276456,0.487422,-2.735376,-0.9940796,-0.9056881
-0.8618385,0.004646086,0.4806234,-2.489064,-0.6953337,-0.417452
-0.8599256,0.006067289,0.4762511,-1.996438,-0.03809267,-0.7225996
-0.8613658,0.000746444,0.4737868,-1.380655,0.5593992,-0.8446586
-0.8681226,-0.003149598,0.4684156,-0.7648726,0.0814057,0.4369612
-0.8633015,0.01430804,0.4836029,-0.9496073,-0.2173402,0.07078408
-0.8646905,0.007642408,0.4976754,-1.257499,0.3801516,-0.173334
-0.8680822,0.001301636,0.4864473,-1.19592,1.037393,0.1318136
-0.8613232,-0.005465846,0.4829947,-0.7032943,0.4399008,0.4369612
-0.864276,0.01380107,0.4797077,-0.2722467,-1.053829,0.009754575
-0.8522044,0.0094788,0.481132,-0.7032943,-0.8745813,0.6200497
-0.8556136,0.009404302,0.4694554,-0.02593367,-0.6953337,1.047256
-0.8604684,0.008846473,0.457777,0.09722282,-1.890318,1.718581
-0.8570604,0.01376748,0.4733759,0.2819575,-1.890318,1.413433
-0.8686129,0.01525959,0.4821529,0.3435358,-0.6953337,1.108286
-0.8685762,0.01242906,0.4923546,-0.2722467,0.8581451,0.2538726
-0.8714832,0.009488401,0.4850398,-1.626968,2.292126,-0.6005406
-0.8724766,0.006030942,0.4718809,-2.119594,2.949367,-1.210836
-0.8763398,0.003107561,0.4674866,-2.181172,2.351875,-0.9056881
-0.8666453,-0.003567789,0.4786308,-2.181172,1.93363,-0.1123045
-0.8681068,-0.01038937,0.4673984,-1.072764,0.9178943,0.1318136
-0.8603812,-0.006483614,0.4742287,0.651427,-0.5758353,0.6810792
-0.8656865,-0.007943325,0.4727641,1.267209,-1.770819,0.5590202
-0.858956,0.000259993,0.4728087,1.451944,-2.667057,1.230345
-0.8589442,0.01143876,0.4869884,1.698257,-2.906054,0.9862267
-0.8642526,0.008517297,0.4830818,2.190883,-2.42806,0.4979907
-0.8724477,0.0182162,0.4928793,1.451944,-1.950067,0.4979907
-0.8728762,-0.001065235,0.4942225,1.082475,-0.8148321,0.4979907
-0.8791942,0.007553637,0.485034,1.451944,-0.456337,0.6810792
-0.8734035,0.01483972,0.4928595,1.267209,-0.03809267,0.3149022
-0.8738738,-0.000167432,0.4835232,1.759835,0.5593992,1.108286
-0.8647316,0.00561443,0.4816048,2.437196,1.515386,1.108286
-0.8695395,-0.001146692,0.4805942,0.89774,2.232376,0.3759317
-0.8661765,0.002707843,0.4796418,-0.2722467,2.471373,-0.417452
-0.8709743,-0.003061783,0.4830167,-0.7648726,3.248113,-1.332895
-0.8772042,-0.01510476,0.4858681,-1.319077,3.128614,-2.187308
-0.875277,-0.007833555,0.4917501,-1.996438,2.770119,-2.736573
-0.8733156,-0.02812868,0.4848128,-2.673798,1.93363,-2.980691
-0.877743,-0.008922822,0.4717942,-2.24275,-0.2173402,-1.393924
-0.8748171,0.000847337,0.4918025,-1.811703,-1.352575,-2.675544
-0.8743226,-0.004460072,0.4912833,-1.996438,-1.412324,-3.224809
-0.8738886,-0.002623678,0.476209,-1.626968,-2.846304,-2.980691
-0.868097,-0.001639861,0.4786436,-0.3338249,-4.399783,-2.858632
-0.8662236,0.01666915,0.4758336,0.5282705,-5.236272,-2.126278
-0.8656592,0.01199695,0.5001356,1.390366,-4.459532,-2.187308
-0.8631925,0.002419694,0.5107811,-0.1490902,-2.069565,-2.431426
-0.8617594,-0.005367234,0.499054,-1.873281,-0.9343305,-1.454954
-0.856017,0.003269629,0.4913161,-2.24275,-1.352575,-1.515983
-0.860909,0.01232984,0.4753166,-2.24275,-0.8148321,-1.454954
-0.857523,0.01429436,0.4806787,-2.365907,-0.09784186,-1.638042
-0.860416,0.007019436,0.4743108,-1.811703,-0.2173402,-1.94319
-0.8545979,-0.00891155,0.4708033,-0.888029,-0.7550829,-1.393924
-0.8565624,0.006042815,0.4718688,0.09722282,-1.770819,-1.027747
-0.8555506,0.001781246,0.4844941,0.5898488,-1.770819,-1.027747
-0.8574785,0.000812304,0.4840031,0.03564457,-1.352575,-0.3564225
-0.8598857,0.004698511,0.4888947,-0.888029,-0.3368386,-0.2343635
-0.8608983,0.01089808,0.4777409,-0.888029,0.02165651,-1.088777
-0.8560249,-0.00838539,0.4781068,-0.08751191,0.3204024,-1.149806
-0.861433,0.008360502,0.4572881,0.158801,0.6191484,-0.3564225
-0.8585163,0.002593634,0.4601706,0.03564457,0.2009041,-1.027747
-0.861844,-0.008458688,0.4669186,0.3435358,0.4399008,-0.9056881
-0.8637714,0.000756642,0.4757352,0.4666923,0.7386467,0.009754575
-0.8661065,-0.017993,0.4853554,1.267209,0.6788976,0.6200497
-0.8642208,-0.005477002,0.4815371,0.89774,-0.5160862,0.5590202
-0.8646728,0.001861385,0.4986135,0.405114,-0.157591,0.6200497
-0.8613077,0.003780914,0.4966761,0.03564457,0.49965,0.009754575
-0.8603476,-0.001562125,0.4903169,-0.08751191,0.2009041,-0.2343635
-0.8603856,0.001750656,0.4801181,-0.2106684,-0.8745813,0.3759317
-0.857926,0.004765931,0.4995992,-0.2722467,-1.233076,-0.173334
-0.8627324,-0.01023546,0.4917259,-0.1490902,-0.8745813,-0.295393
-0.8579576,-0.006940074,0.478117,-0.08751191,-0.3965878,0.3759317
-0.8579672,-0.002111558,0.4791196,-0.8264508,-0.5758353,0.4979907
-0.8618585,-0.001701164,0.4679329,-0.3338249,-0.2770894,0.6200497
-0.8604244,0.007001441,0.471391,0.2203793,0.2606533,1.108286
-0.8686173,0.00603682,0.4723646,0.89774,-0.2770894,0.7421087
-0.8714593,0.005660377,0.4898826,0.89774,0.02165651,1.230345
-0.8670594,-0.008270702,0.4980672,1.205631,0.2009041,0.6810792
-0.8695133,0.002304049,0.4927805,0.7745835,0.9178943,1.474463
-0.8680783,0.004704391,0.4908475,0.3435358,1.156891,0.8031382
-0.8603173,-0.002466647,0.5000437,0.4666923,1.99338,0.7421087
-0.8661215,0.000401553,0.4966592,-0.02593367,3.009116,0.07078408
-0.8651922,-0.005007467,0.4795942,-0.3338249,2.112878,0.009754575
-0.8599253,0.002673531,0.4733108,-0.8264508,1.276389,-0.4784815
-0.8546058,-0.007473791,0.4693522,-0.02593367,0.6788976,-0.1123045
-0.8579914,-0.003618296,0.4693781,0.5898488,-1.053829,1.169315
-0.8622325,-0.01165187,0.4965831,0.7130053,-2.009816,1.474463
-0.8675961,0.00470475,0.4908471,1.082475,-2.726806,1.901669
-0.8626949,-0.001911215,0.5122142,-0.08751191,-2.368311,1.84064
-0.8690021,0.001396888,0.5020202,-0.7032943,-2.129314,1.901669
-0.8666227,0.01054348,0.4991543,-1.19592,-2.846304,2.023729
-0.8728968,0.008588798,0.4957409,-1.996438,-3.025552,1.169315
-0.8680787,0.007612897,0.4932983,-1.442233,-4.579031,0.3759317
-0.8680606,-0.001076633,0.4917856,-0.6417161,-6.252008,-0.05127494
-0.8666396,0.005657977,0.4889057,0.158801,-7.924985,-1.210836
-0.8642129,-0.002550501,0.4869075,0.89774,-10.4942,0.4369612
-0.8636897,-0.005371672,0.4985688,2.621931,-12.70492,-0.173334
-0.8627198,0.00288431,0.5078639,0.9593183,-15.15464,-1.210836
-0.8588061,-0.01444988,0.5116486,2.129305,-18.08235,-1.210836
-0.8593343,-0.005820695,0.5034289,3.545604,-22.62329,-1.638042
-0.8786075,-0.005799098,0.5092832,3.052979,-28.35921,-2.431426
-0.8641174,-0.02222685,0.5023597,3.791917,-36.06685,-2.309367
-0.8733344,-0.004408367,0.4995553,6.686095,-42.22102,-4.201282
-0.88252,-0.006404193,0.4898179,12.59761,-51.42239,-5.299813
-0.8829037,0.00108115,0.5307393,11.85867,-60.44452,-2.858632
-0.8658572,-0.01891191,0.570994,14.26022,-68.4509,-4.628488
-0.831055,-0.01192454,0.6050727,11.05815,-75.14281,-5.116724
-0.841757,-0.004857628,0.5793332,3.791917,-84.58318,-4.140252
-0.8199497,-0.01770628,0.6045426,2.252461,-93.78456,-4.811577
-0.8220099,-0.00926112,0.5666394,0.5898488,-105.7344,-6.88658
-0.7989005,-0.01660059,0.5466258,2.9914,-125.6906,-8.351289
-0.8068421,0.01006385,0.4922929,2.129305,-151.084,-9.144672
-0.754666,0.01418266,0.5282874,3.052979,-178.8674,-10.8535
-0.7396586,0.02013679,0.553616,-0.2722467,-203.3048,-8.961583
-0.7251037,0.04070207,0.6023912,2.129305,-218.6604,-4.628488
-0.6977313,0.01435493,0.7058593,11.55078,-225.651,-5.238783
-0.6536397,-0.00116974,0.7636384,14.50653,-228.1605,-3.896134
-0.6177832,0.003101787,0.8264102,16.96966,-225.173,-5.788049
-0.573311,0.001421818,0.8614022,15.24547,-216.6886,-4.140252
-0.5301707,-0.04220014,0.8985736,10.99657,-206.7105,-2.919662
-0.5235826,0.004490348,0.8837669,8.471864,-197.2104,-1.515983
-0.4986426,0.008094151,0.8394876,4.654013,-190.399,-1.821131
-0.461455,0.003874562,0.8545186,4.777169,-187.053,-2.431426
-0.4303789,-0.06062519,0.8701615,5.762421,-186.2763,-0.1123045
-0.3803734,0.04189555,0.9106479,14.50653,-189.1443,4.098732
-0.3691461,0.03443672,0.9509831,13.15181,-187.2323,3.12226
-0.3033244,-0.03435039,0.9709528,4.715591,-187.4115,3.000201
-0.2816663,-0.01648488,0.9720179,8.779756,-183.5278,6.234765
-0.2764882,0.01040221,0.9522259,4.715591,-185.5593,9.408299
-0.2378435,0.01687422,0.9804592,2.683509,-189.8015,12.39875
-0.2225737,0.07181745,0.9734818,2.190883,-196.1947,10.68992
-0.1639874,0.01999373,1.008159,1.759835,-201.7513,8.492857
-0.1195645,0.03372482,1.039838,-0.7648726,-204.6193,7.272267
-0.06458018,0.04542086,1.053005,-2.858533,-203.7231,4.40388
-0.04619553,0.03440872,1.06363,-3.720628,-200.0186,1.413433
-0.04817245,-0.002064517,1.014262,-8.277418,-195.3582,4.037703
-0.01997156,0.07354728,0.9947478,-8.708466,-197.4494,4.159761
0.005994074,0.05449197,0.9513035,-0.2106684,-198.6444,-6.581432
0.03824527,0.0951212,0.967097,4.838748,-201.0941,-8.839524
0.1045015,0.06017604,1.000897,8.040816,-201.2136,-9.327761
0.1527692,0.07194202,1.026236,9.457116,-198.7041,-6.337315
0.1451403,0.104613,1.085807,12.41287,-199.3016,-8.290259
0.2276894,0.03793786,1.055169,15.55336,-195.7167,-10.73144
0.2484102,0.03597934,1.047842,14.81442,-192.311,-4.506429
0.2989464,0.05471397,1.029912,13.4597,-187.9493,-1.210836
0.3220592,0.03234971,0.9976416,17.7086,-182.9901,-0.295393
0.3318167,-0.008134246,1.000308,13.89075,-173.3107,3.244319
0.3272535,0.02678198,0.954295,7.425034,-164.7666,7.699473
0.3361307,0.08000086,0.90303,-1.56539,-157.9552,10.93404
0.3272139,0.09936783,0.8384346,-0.1490902,-148.4551,7.333296
0.382254,0.07190549,0.8357925,6.316625,-141.1059,2.878142
0.4103448,0.07364004,0.8790902,7.363455,-134.0555,2.817112
0.4877737,0.01705582,0.9215094,5.269795,-131.3071,1.962699
0.5132817,0.02278393,0.9088727,5.08506,-131.3071,5.075204
0.5014839,0.03781147,0.8447397,5.023482,-136.6845,5.6855
0.5531105,-0.002827138,0.817203,7.732925,-142.4801,8.06565
0.5187243,0.02253271,0.7891596,10.44237,-148.1563,9.408299
0.4889351,0.07505162,0.7072633,11.92025,-154.2507,8.675945
0.4438644,0.06678328,0.6230633,9.272382,-158.9709,3.549467
0.5100441,0.07143676,0.6658629,5.639265,-156.103,1.108286
0.5976727,0.0193803,0.7374986,0.3435358,-144.5714,-0.05127494
0.6562366,0.001937416,0.795255,-4.829037,-127.7221,-0.295393
0.67062,0.02213381,0.7841744,-10.12477,-114.3383,-0.05127494
0.7095755,0.05054383,0.7726383,-10.98686,-105.0174,-2.126278
0.7045643,0.0705009,0.7250749,-7.230588,-100.1777,-6.032167
0.6918284,0.08946371,0.6736186,-0.5801378,-100.7752,-8.473348
0.7139265,0.1014196,0.6546962,6.50136,-106.0331,-11.76894
0.7367551,0.05329529,0.6680118,10.93499,-110.9923,-12.25718
0.7328666,0.0406189,0.6460401,8.102395,-110.5143,-6.947609
0.7304115,0.04294738,0.6329175,3.237713,-108.3036,-3.529957
0.7332243,0.03938184,0.6017503,0.5898488,-105.1369,-2.065249
0.7326207,0.06918512,0.58636,-2.735376,-104.6589,0.1928431
0.7723308,0.01671515,0.5967166,-10.12477,-102.0897,0.8641677
0.8129035,0.02852036,0.6293604,-10.00161,-93.12732,0.1928431
0.7996717,0.07024462,0.5936142,-10.12477,-81.71523,-0.05127494
0.8328652,0.08949055,0.5825134,-7.846371,-74.24657,-3.529957
0.854133,0.08524708,0.59561,-5.260085,-69.64589,-5.727019
0.8787894,0.06891085,0.6023045,-4.644302,-61.10176,-8.351289
0.8657074,0.06925442,0.5813921,-3.474315,-52.79662,-12.5013
0.8681124,0.04548194,0.5578884,-2.365907,-46.64246,-9.632908
0.8371314,0.04569223,0.5175244,0.158801,-40.36879,-8.473348
0.8294903,0.0312999,0.5305815,-3.351159,-38.33732,-3.224809
0.8062829,0.03260941,0.5111427,-6.922697,-23.22078,-2.614514
0.8212308,0.02728281,0.5057461,-8.462152,-9.358967,-1.027747
0.836113,0.0470303,0.5000152,-8.21584,1.694634,-3.468927
0.8385255,0.04654984,0.5000104,-7.661636,9.820522,-4.140252
0.8587986,0.03060266,0.4921122,-5.752711,15.55644,-5.299813
0.8727586,0.05189515,0.5024497,-2.489064,15.49669,-4.567459
0.8955685,0.02361216,0.5270779,1.082475,13.10673,-1.94319
0.8728531,0.05549286,0.538481,2.806665,12.86773,-0.4784815
0.8613403,0.02894537,0.5358956,-1.934859,12.62873,3.244319
0.8428766,0.05869935,0.5146793,-6.430071,12.68848,6.478883
0.8355724,0.06484626,0.4957442,-7.16901,12.68848,5.56344
0.8379925,0.05322903,0.4883726,-4.090098,11.135,5.075204
0.8422939,0.06236207,0.483072,-0.5801378,7.729301,3.854614
0.8413846,0.06102556,0.5010693,2.9914,3.546859,3.000201
0.8491738,0.05876401,0.5244072,6.747673,2.71037,1.291374
0.8555505,0.03766357,0.5427656,6.747673,3.42736,0.3759317
0.8651938,0.04979005,0.5530506,5.45453,4.622344,0.4979907
0.8681318,0.04503867,0.5642118,2.375618,5.63808,1.108286
0.8579942,0.04306911,0.5588548,-0.9496073,4.980839,1.657551
0.8526033,0.06130675,0.5453444,-1.626968,5.040588,1.77961
0.8472559,0.06751508,0.5361406,-1.011186,4.084601,1.596522
0.8598375,0.04531087,0.5311299,1.082475,3.965103,2.084758
0.857932,0.0405109,0.5349952,3.853496,4.861341,1.474463
0.8516966,0.05027722,0.5554971,5.023482,8.087796,4.464909
0.8395406,0.06508607,0.5341852,3.607183,8.924285,6.539913
0.8525791,0.06416427,0.5395224,4.161386,8.984034,5.319323
0.8365826,0.07270397,0.5186621,4.161386,4.084601,2.939171
0.8564578,0.05499837,0.5384906,5.700843,0.3801516,2.328876
0.8589463,0.05225661,0.5628027,6.439782,-0.456337,0.6200497
0.8569868,0.05267445,0.5525879,4.777169,-0.3368386,2.084758
0.8405597,0.05308148,0.542384,4.777169,-0.03809267,1.596522
0.8507863,0.03681544,0.5622287,4.654013,0.7983959,2.267847
0.8488722,0.03539124,0.5661144,2.190883,3.905354,1.901669
0.8319479,0.03673542,0.5515371,0.2819575,7.251308,1.718581
0.8584004,0.05357405,0.5418867,0.3435358,10.17902,2.878142
0.8372052,0.04536593,0.5428264,0.158801,10.05952,1.901669
0.84782,0.0487796,0.5477051,0.8361618,6.594067,2.206817
0.8410507,0.04970608,0.5423632,1.513522,6.175823,0.2538726
0.8333274,0.0618076,0.550715,1.575101,3.248113,-0.173334
0.8526323,0.05603497,0.5506651,2.745087,-0.03809267,0.009754575
0.8516967,0.05512673,0.5599061,2.868244,-1.890318,2.023729
0.8546566,0.04896758,0.5773845,2.375618,-1.472073,4.098732
0.8434976,0.05657337,0.5608943,1.328788,-0.2770894,5.502411
0.8348202,0.05754339,0.5628533,0.03564457,1.156891,4.647998
0.8304449,0.05261567,0.5462819,-1.750125,0.3801516,3.732555
0.8261181,0.04197289,0.5413544,-0.5801378,0.5593992,2.511965
0.8343046,0.05795631,0.5516641,1.020896,0.1411549,1.047256
0.842532,0.05317589,0.5574681,0.89774,-0.5160862,1.291374
0.8391238,0.06959093,0.5609767,0.4666923,-1.472073,1.352404
0.8347651,0.06372869,0.5492657,0.4666923,-1.472073,2.634024
0.8280461,0.04779135,0.5462545,-1.442233,-1.233076,3.366378
0.8241864,0.04681497,0.5447916,-1.442233,1.93363,4.586968
0.8270614,0.0501719,0.5414035,-1.011186,3.009116,5.380352
0.8314642,0.03673206,0.5510508,-0.888029,3.606608,6.356824
0.83918,0.04449584,0.5579047,-1.19592,5.160087,5.868588
0.8358177,0.0387033,0.5573854,-2.735376,4.801591,5.441381
0.824174,0.06036601,0.5526597,-5.567976,4.024852,6.84506
0.8246418,0.04578784,0.5345662,-5.814289,3.487109,4.892116
0.8260732,0.05012019,0.5331315,-2.735376,1.99338,3.000201
0.8284809,0.04768974,0.5297086,-0.02593367,1.814132,-0.295393
0.8270989,0.03667484,0.5422948,1.821414,1.395888,-1.94319
0.8426405,0.02188951,0.5670105,1.882992,2.949367,-0.6615701
0.8450105,0.03683512,0.5661262,-0.2106684,4.622344,2.084758
0.8387598,0.0252324,0.5621676,-0.5185596,5.219836,3.305348
0.839722,0.03104713,0.5665817,-1.873281,6.355071,3.976673
0.8410981,0.04107953,0.5510699,-2.119594,6.474569,3.427408
0.8347754,0.05696217,0.5467916,-1.19592,4.622344,1.84064
0.8425415,0.04786212,0.5559761,-0.2106684,1.814132,0.009754575
0.8445034,0.03775127,0.5583463,-0.3954031,-1.053829,-0.2343635
0.8435473,0.04213281,0.5651862,-0.3338249,-1.531822,-0.2343635
0.8406597,0.03438463,0.5602753,-0.888029,-1.651321,0.3149022
0.8339179,0.03391533,0.5631972,-1.442233,-0.6953337,-0.173334
0.8232771,0.04062895,0.5583801,-2.796955,-0.157591,1.047256
0.8406453,0.0416274,0.5617791,-3.720628,-0.6355845,1.596522
0.8358332,0.0435858,0.5671474,-3.905363,0.5593992,1.901669
0.8425954,0.0290663,0.5578084,-4.767459,0.3801516,2.572994
0.8275732,0.04199197,0.5442732,-2.24275,0.2009041,0.9862267
0.8261318,0.04151764,0.5457312,0.5282705,-0.09784186,-1.638042
0.8309913,0.0348117,0.5524994,1.94457,1.395888,-2.675544
0.8338982,0.03775235,0.5598143,1.94457,1.455637,-3.957164
0.840676,0.02860061,0.5607267,2.437196,1.21664,-3.590986
0.8271844,0.02522076,0.5616899,0.405114,1.634884,-2.492455
0.8160221,0.03960807,0.5501069,-0.2722467,1.395888,-1.149806
0.8193831,0.0415186,0.5467097,0.5282705,0.4399008,-1.760101
0.8310248,0.03100467,0.5607487,1.205631,0.6191484,-2.492455
0.8377488,0.04937726,0.5676677,0.89774,1.097142,-1.760101
0.846962,0.03736979,0.5744004,0.405114,1.21664,-0.9056881
0.8498397,0.04461172,0.5754154,-0.08751191,0.7983959,0.4369612
0.8469507,0.0412248,0.5739372,-0.5801378,1.097142,1.657551
0.8411959,0.02868194,0.5738654,-0.888029,2.053129,2.328876
0.8310264,0.03585718,0.5656443,0.7130053,3.606608,1.657551
0.8266824,0.03730069,0.5656564,0.03564457,3.845605,1.657551
0.829551,0.04209838,0.5613038,-0.2106684,4.741842,1.047256
0.829579,0.0339151,0.5636872,-0.4569814,4.502846,0.9251972
0.8334445,0.03587397,0.5680757,-1.011186,3.666357,1.77961
0.8164997,0.03814367,0.547178,-0.08751191,2.949367,2.023729
0.8401496,0.04741706,0.5623012,1.636679,2.829868,2.511965
0.8339098,0.0392321,0.565176,1.821414,3.965103,2.023729
0.8411139,0.05129679,0.5657303,1.451944,2.590872,2.389906
